wav_filename,wav_filesize,transcript
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0053.wav,85678,"naturally, they reached her :first:."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0054.wav,110320,|mark sauerbrey| and |klaus header berg|.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0055.wav,124078,honest {germans{ men who have played here for years.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0057.wav,85518,anybody before the {father{ came in?
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0058.wav,141998,"yes, |miss clark|, the {middle aged lady{ with the &parishes&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0061.wav,169198,not till the {doctor{ came. her |doctor who| was happily in his &office& in this very building.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0062.wav,258318,"yes, mr. |slater| at the {assistant manager{ who was in the lobby at the time says that <10 minutes< at least must have elapsed."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0064.wav,125838,|sweetwater| someone drew that weapon out.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0067.wav,254638,it has not been running <since last night< or it would be full of curious people all the time hustling to get a glimpse of this place.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0071.wav,203118,"as her quiet figure appeared in the &doorway&, |sweetwater| stole a glance at mr |grice|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0074.wav,355918,"for some little time, that is, it seemed long, though i believe it was not <more than a minute< before :two: men came running from the {musicians{ |gallery|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0077.wav,333678,{miss{ |clark| started.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0078.wav,138638,"no, a very natural :one: i should say."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0080.wav,138158,i k<now< she said what you were going to ask me <now<.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0082.wav,245198,the time is narrowed down to :one: an in that :one: miss |clark| was the only person to touch her.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0084.wav,107278,"&sweetwater&, help me out of this."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0085.wav,361198,"but vigor returned to him before he had well reached the door, and he showed some of his old spirit as he thanked |miss clark| and turned to take the &elevator&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0086.wav,117838,the <next minute< she was in this lady's arms.
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0087.wav,308078,"no weapon protruded from the wound, nor was any found on or near her in the &mezzanine&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3081-166546-0089.wav,400718,"it did not <fall< ipon the floor around her, therefore it flew through :one: of those openings into the &lobby& and there it either will be or has been found."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0000.wav,895758,"with an ^education^ which ought to have ensured me an honorable standing in the world with some ^intelligence^, wit good ^literary^ and ^scientific knowledge^, and endowed with those accidental physical qualities which are such a good passport into society, i found myself at the age of :20: the mean {follower{ of a sublime ^art^, in which, if great talent is rightly admired, mediocrity is as rightly despised."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0001.wav,677518,"i was compelled by poverty to become a {member{ of a musical band in which i could expect neither esteem nor consideration, and i was well aware that i should be the laughing stock of the persons who had known me as a {doctor{ in divinity as an {ecclesiastic{ and as an {officer{ in the army, and had welcomed me in the ~hyest society~."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0002.wav,632238,"i felt that in my :first: profession, as i was not blessed with the vocation necessary to it, i should have succeeded only by dint of hypocrisy, and i should have been despicable in my own ^estimation^, even if i had seen the purple mantle on my shoulders for the greatest, dignities cannot silence amans own conscious."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0003.wav,619278,"besides, i was of opinion that a man's profession, whatever it might be, all to supply him with enough money to satisfy all his once in the very poor pay of an {officer{ would never have been sufficient to cover my expenses because my ^education^ had given me greater once than those of {officer{s in general."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0005.wav,279118,we would very often spend the whole <night< rambling about the city ^inventing^ and ^carrying^ into execution. the most important practical ^jokes^.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0006.wav,228718,"we do the same with {physicians{, who we often sent :half: dressed to some {nobleman{ who was enjoying excellent ^health^."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0007.wav,571438,"whenever we could contrive to get into a &church tower&, we thought it great fun to frighten all the parish by ringing the alarm bell is if some fire had broken out, but that was not all. we always cut the bell ropes so that <in the morning< the churchwardens had no means of summoning the faithful to early mass."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0009.wav,243918,"in every :one: of the :72: parishes of the city of &venice&, there is a large public house called (magazine(, oh."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0010.wav,320398,yet there are a few private rooms which contain a (table( surrounded with benches in which a respec(table( family or a few {friends{ can enjoy themselves in a decent way.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0011.wav,277838,the {waiter{ of the (magazine( oh came to be paid and our {chief{ gave him what was do enjoining silence under penalty of death.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0012.wav,95598,we took our :three: {prisoners{ to a large (boat(.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0013.wav,79118,where is my {husband{?
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0014.wav,112718,never fear you shall see him again <tomorrow<.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0015.wav,326798,"my {readers{ <may< imagine whether we felt inclined to laugh when the charming creature bait us goodnight. thanking us all with perfect, good faith."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0016.wav,148078,<two days< afterwards are nocturnal. **** began to be talked ovw.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0017.wav,447598,"it went on to say that the ::two:: men who had carried her off had taken her to such a place where they had <<an hour< later< been met by the other :six:, and that they had all repaired to the ::two:: swords where they had spent <an hour< and drinking."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0018.wav,272398,"there was no cowardly {traitor{ amongst us, although we were all poor. but fear had its effect and are nocturnal. pranks were not renewed."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0020.wav,234638,"i told him and he insisted upon my coming with him in the &gondola&, saying that he would leave me at my &house&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0022.wav,448718,i jumped out of the &gondola& and found myself on the very spot where <three years< before i had taught |rosetta| such a forcible lesson.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0023.wav,393358,"taking everything upon myself, i ordered a {servant{ to hurry out for a {physician{ who came in a short time and ordered the {patient{ to be bled again, thus approving the :first: bleeding prescribed by me."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0026.wav,290318,he had gambled in loss to great deal and his {brother{ was his most bitter {enemy{ because he was infatuated with the idea that he had tried to poison him.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0027.wav,422158,"the {physician{ who attended him was named |terrell|, he thought by some peculiar ^train of reasoning^ that he could cure him by applying immaterial ointment to the chest, to which no :one: raised any objection."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0031.wav,548718,"unwilling to hurt his vanity by telling him that he was mistaken, i took the wild resolution of informing him in the presence of his :two: {friends{ that i possessed a certain numeral ^calculus^ which gave answers also in numbers to any questions i like to put."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0033.wav,78958,the :three: {friends{ were astounded.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0035.wav,316878,"he ^wrote^ the question in, gave it to me. i read it. i could not understand either the subject or the meaning of the words, but it did not matter. i had to give an answer."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0037.wav,183598,they all asked me how long i would require to teach them the rules of my sublime ^calculus^.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0038.wav,446638,"not very long, i answered and i will teach you as you wish. although the {hermit{ assured me that i would die suddenly <within three days< if i ^communicated^ my ^science^ to anyone. but i have no faith. whatever in that ^prediction^."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0039.wav,649998,"they believe that through me they possessed the {philosopher{'s stone, the universal panacea, the intercourse with all the elementary, |heavenly|, and infernal spirits, and they had no doubt whatever that thanks to my sublime ^science^, they could find out the secrets of every government in &europe&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0041.wav,224878,"they were not only good {christians{ and faithful to the &church&, but even real {devotees{ in full of scruples."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0042.wav,357038,"as for the eucharist, |transubstantiation|, the real presence, it was all no mystery to them, but palpable evidence, and yet they were not {jesuits{."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0044.wav,534638,"besides, i found it very flattering to my vanity to become the subject of the speculative chattering of empty {fools{ who, having nothing else to do and always trying to find out the cause of every ^moral phenomena^ they {mate{ with, which their narrow intellect cannot understand."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0046.wav,296078,"your &apartment& is ready. you may send your clothes. you shall have a {servant{ a gondola at your orders, my own table and tense sequence <a month<."
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0047.wav,536238,you need not think of the future. think only of enjoying yourself and take me as your {advisor{ and everything that <may< happen to you in everything you <may< wish to undertake and you <may< be certain of always finding me your {friend{.
/mnt/c/Users/xianjian/Development/E2E/dataset/3170-137482-0048.wav,231918,"i threw myself at his feet to assure him of my gratitude and embraced him, calling him my {father{."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0000.wav,636558,sir |edward| not wholly discouraged by the denial with which door :4th: had with delicacy acquainted him. still hoped for a kind reception and was so often at the house of mrs |horton| that lord |fredericks| jealousy was excited and the |tortures| he suffered inconsequence convinced him beyond a doubt of the sincerity of his affection.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0001.wav,509038,"every time he beheld the object of his passion, for he still continued his visits, though not so frequently as heretofore he pleaded his cause with such ardor that miss |woodley|, who was sometimes present and ever compassionate, could not resist wishing him success."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0002.wav,335918,"yet did the watchful miss, |woodley| oftentimes here a sigh escaped from her unknown to herself till she was reminded of it. and then a sudden blush would instantly over spread her face."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0003.wav,255918,"<night< <after night<, his sleep had been disturbed by fears for her. when abroad. <morning< <after morning< it had been broken by the clamor of her return."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0004.wav,100238,i hope |miss milner|. you passed <this evening< at &home&.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0005.wav,157838,i thought |miss milner| you gave me your word that you would pass <this evening< at &home&.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0006.wav,169678,"yes indeed, and i believe it is right that i should keep my :first: promise, is it not?"
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0007.wav,294798,"mrs. |horton| rose from her seat, moved the (decanters( and fruit round the (table(, stirred the fire, and came back to her seat again before another word was uttered."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0009.wav,138158,"{miss{ |milner| you shall not leave the &house& <this evening<, sir."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0010.wav,125038,and he walked immediately out of the &apartment& by another door.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0011.wav,409518,"her hand fell motionless from that which she held. she appeared motionless herself till mrs. |horton| beseeching her not to be uneasy at the treatment she had received, made her tears flow as if her heart was breaking."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0013.wav,256878,do you think i would go answered miss |milner| with an ^eagerness^ that for a time suppressed her tears in contradiction to his will?
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0014.wav,112078,"if you think so, |madam|, i see nothing that should prevent me <now<."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0015.wav,126478,"nice, i command you not to stare out of the &room& <this evening<."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0016.wav,362318,"{miss{ |woodley| obediently sat down, and though her thoughts and heart were in the chamber of her {friend{, she never marked by ::one:: impertinent word or by ::one:: line of her face. the restraint she suffered."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0017.wav,543438,"at the usual hour, mr |dora :4th:| and his |ward| were summoned to t. he entered with a countenance which evinced the remains of anger. his i gave testimony of his absent thoughts, and though he took up a pamphlet affecting to read, it was plain to discern that he scarcely knew. he held it in his hand."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0018.wav,242798,"{miss{ |woodley| thought it her duty to be mute, and <now< the jingle of a :teaspoon: was like a deep toned |belal| was so quiet."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0019.wav,325358,"mrs |horton|, :two in: the self approving reflection that she was not in a quarrel or altercation of any kind, felt herself at this moment, remarkably peaceful and charitable."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0020.wav,328718,"{miss{ |woodley| did not recollect herself, so but was so in reality in her peace and charity were instinctive virtues. accidents could not increase them."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0021.wav,444878,"he coughed, drank his (tea endeavour( to talk, but found it difficult, sometimes red, and in this manner near <2 hours< were passed away. when miss |milner| came into the &room&, not dressed for a (ball(, but as she had risen from dinner."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0022.wav,195758,|dora| for thread on and seemed afraid of looking up lest he should see what he could not have pardoned.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0023.wav,401518,"<after a few minutes<, pause and some little embarrassment on the part of mrs. |horton|. at the disappointment she had to encounter from this unexpected dutiful conduct. she asked |miss milner| if she would <now< have any (tea(."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0024.wav,203278,"|dora| forth then laid the book out of his hand, and by the time the {servant{ had left the &room& thus began."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0025.wav,160558,"it is often the ungrateful task of a {friend{ to be troublesome, sometimes unmannerly."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0026.wav,282478,forgive the duties of my office and believe that no :one: is :half: so much concerned. if it robs you of any :degree: of happiness as i myself am.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0028.wav,267118,"she was going to reply but found she could not without accompanying her words with tears. therefore, after the :first: attempt, she desisted."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-23268-0029.wav,238638,"on this he rose from his chair and going to her said, once more, show your submission by obeying me a :second: time <today<."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0000.wav,344238,"in the last ^communication^ which he had received from |lady milborough|, she had scolded him in terms that were for her severe because he had not returned to his {wife{ and taken her off with him to &naples&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0001.wav,285358,"and <now< it had come to pass, that his sole remaining {ally{, mr |samuel basel|. the {ex policeman{ was becoming weary of his service."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0002.wav,302478,at last he sent word to say that he himself would be in &england& <before the end of march< and would see that the majesty of the law should be vindicated in his favor.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0004.wav,468078,"mrs |boswell| was disposed to think that ladies of quality, among whom |madame t| was entitled in her ^estimation^ to take rank, were seldom better than they ought to be, and she was quite willing that her {husband{ should earn his (bread( by watching the {lady{ or the {ladies lover{."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0005.wav,387758,"and had the case been brought before the {judge{ ordinary by means of her {{husband{{'s {exertions{, she would have taken pleasure in reading every word of the evidence, even though her {{husband{{ should have been ever so roughly handled by the {lawyers{."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0006.wav,281518,a distinct promise of :100 pounds: was made to him if he would have the child's ready to hand over to ||trevelyan|| on ||trevelyan||'s arrival in &england&.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0007.wav,74798,of course it ain't said mrs |basel|.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0008.wav,160398,the paternal {parent{ has a right to his infants. no doubt that was basels law.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0009.wav,64238,"he can't suckle him, |kenny|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0010.wav,304078,"when a married woman has {followers{ and the {husband{ don't go the wrong side of the post to or it ain't proved again him that he do, they'll never let her have nothing to do with the children."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0011.wav,279598,i'll tell you what it is. be exclaimed mrs ||basel||. it's my belief as he ain't quite right up here and mrs ||basel|| touched her forehead.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0015.wav,356878,|trevelyan| had followed his letter quicker than he had intended when it was written and was <now< with his {{prime minister{{ before his {{prime minister{{ had been able to take any action on the last instruction received.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0016.wav,151758,does :one: mr |samuel basel| live here asked rebellion?
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0017.wav,104238,then |basel| came forward and introduced his {wife{.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0018.wav,300398,"but |trevelyan| was of a different opinion and he was disgusted and revolted, most unreasonably by the appearance of his {ministers{ domestic arrangements."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0019.wav,170638,"|basel| had always waited upon him with a decent coat and a well brushed |hatten|, clean (shoes(."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0020.wav,211758,it is very much easier for such men as mr |bozell| to carry decency of appearance about with them than to keep it at &home&.
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0021.wav,159598,"perhaps you could put on your coat and walk out with me for <a few minutes<, said |trevelyan|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0022.wav,291278,"mrs |basil|, who well understood that ^^^business^^^ was ^^^business^^^ and that {wives{ were not ^^^business^^^, felt no anger at this and handed her {husband{ his best coat."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0023.wav,364720,"|basel| away from his own home out on ^business^ with his coat buttoned over his breast and his best (hat( in his hand, was aware t(hat( he commanded respect and he could carry himself accordingly."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0024.wav,205678,"i do not suppose that anybody will question my right to have the care of my own child, said |trevelyan|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0025.wav,122638,"if you would have gone to mr. |skin|, sir suggested |basel|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0029.wav,107438,"i've watched his sharpest ^watching^, can go pretty near."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0031.wav,104078,"and |basel| as he said this smiled, almost allowed."
/mnt/c/Users/xianjian/Development/E2E/dataset/3536-8226-0032.wav,133198,"and he did go away, leaving |basel| standing in the middle of &stony walk&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0000.wav,452558,"{master{ and man dismounted from their beasts, and as soon as they had settled themselves at the foot of the trees. |sancho|, who had had a good <noon< time meal that day, let himself, without more ado, past the gates of sleep."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0001.wav,345038,"but |don quijote|, whom his thoughts far more than hunger, kept awake, could not close, and i and roamed in fancy too and fro through all sorts of places."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0002.wav,714638,"at <one< moment it seemed to him that he was in the cave of |montesinos| and solid |dulcinea|, transformed into a country ***** skipping and mounting up on her. she asked again that the words of the sage |merlin| were sounding in his ears, setting forth the conditions to be observed and the {exertions{ to be made for the disenchantment of |dulcinea|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0004.wav,529998,|dulcinea| is perishing thou art living on regardless i am dying of hope deferred therefore untrust thyself with the goodwill for mine. it is here in this retired spot to give the at least <2000< lashes.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0005.wav,533038,"seeing this |sancho| got up and grappling with his {master{, he gripped him with all his might in his arms, giving him a trip with the heel stretched him on the ground on his back and pressing his right knee on his chest. held his hands in his own so that he could neither move nor breathe."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0006.wav,126318,how old {traitor{ exclaimed. |donkey otay|.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0007.wav,113678,just a revolt against |thy master| and natural lord.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0008.wav,123598,does the rise against him who gives the his (bread(?
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0009.wav,463598,|donkey hotei| gave his promise and swore by the life of his thoughts not to touch so much as a hair of his (garments( and to leave him entirely free and to his own discretion to whip himself whenever he pleased.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0010.wav,503598,"|sancho rosen| removed some distance from the spot, but as he was about to place himself leaning against another tree, he felt something touch his head."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0011.wav,361038,"he trembled with fear and made for another tree where the very same thing happened to him and he fell a shouting, calling upon |don quijote| to come and protect him."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0012.wav,175438,|donkey otay| did so and asked him what had happened to him and what he was afraid of.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0013.wav,150958,|sancho| replied that all the trees were full of men's feet and legs.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0014.wav,580238,"|don quijote| was on foot with his horse unbridled, and his |lance| leaning against a tree, and in short completely defenseless. he thought it best, therefore, to fold his arms and bow his head and reserve himself for a more favorable occasion and opportunity."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0015.wav,293998,he was mounted upon a powerful horse and had on a coat of mail with :four: of the (pistols( they called |petra nails| in that country at his waist.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0016.wav,382158,"he saw that his choirs for so they call those who follow that trade or about to rifle |sancho panza|. but he ordered them to desist and was at once obeyed, so the girdle escaped."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0017.wav,554478,"he saw me. he paid court to me. i listen to him and unknown to my {father{. i loved him, for there is no woman, however secluded she may live or close, she may be kept who will not have opportunities and despair for following her headlong impulses."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0019.wav,317998,give me my horse in arms and wait for me here i will go in quest of <this night< and dead or alive. i will make him keep his word plighted to so great beauty.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0020.wav,784718,"nobody need have any doubt about that, said |sancho|, for my {master{ has a very happy knack of matchmaking. it's not many days since he forced another man to marry, who in the same way backed out of his promise to another maiden. and if it had not been for his {persecutors{, the {enchanters{ changing the man's proper shape into a lackeys the said made and would not be :one: <this minute<."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0022.wav,860878,"the |woon| did {gentleman{, opened his all, but closed eyes, and recognizing |claudia| said."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0023.wav,354318,"it is not true then, said |claudia|."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0024.wav,735758,"on perceiving this, |claudia|, when she had convinced herself that her beloved {husband{ was no more rent the air with her size and made the heavens ring with her {lamentations{, she tore her hair and scattered it to the winds. she beat her face with her hands and showed all the signs of grief and sorrow that could be conceived to come from an afflicted heart."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0025.wav,240878,cruel reckless woman. she cried how easily worth <now< moved to carry out a thought so wicked.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0026.wav,260238,|husband| who's unhappy fate and being mine hath borne the from the marriage bed to the grave.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0027.wav,332718,the {servant{ swept |claudius| swooned away again and again and the whole place seemed to field of sorrow and an abode of misfortune.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0028.wav,334798,"|claudia| told him she meant to go to a &monastery&, of which an {aunt{ of hers was a base where she intended to pass her life with a better an everlasting {spouse{."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0029.wav,321998,"|claudia| would not, on any account, allow him to accompany her and thanking him for his offers as well as she could took leave of him in tears."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0030.wav,221038,"|sancho| said they had, but that :three: kerchiefs that were worth :3: cities were missing."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0032.wav,178800,"said :one: of the {bystanders{, i have got them and they are not worth :3: reels."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0033.wav,569038,"at this instant, :one: or :two: of those |squires| who were posted as ~sentinels~ on the roads to watch you came along them and report what passed to their {chief{ came up and said, |signor|, there is a great group of people not far off coming along the road to &barcelona&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0036.wav,617358,"and <now< the |squires| dispatched to make the prize came up, bringing with them :two: gentlemen on horseback to {pilgrims{ on foot. and a {coach{ full of women with some :six: {servants{ on foot and on horseback, and attendance on them, and a couple of mule tears, whom the {gentleman{ had with them."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0037.wav,331598,the {captains{ showed plainly the concern they felt the {regions lady{ was downcast and the {pilgrims{ did not at all enjoy seeing their property confiscated.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0038.wav,308878,the ~regions lady~ ordered :one: of her {servants{ to give the :80: crowns that had been assessed as her share at once for the {captains{ had already paid down there :60:.
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0039.wav,452878,":one: of the |squires| observed in his mixture of gas, |conan|, catalan. this {captain{ of ours would make a better fryer than highway man if he wants to be so generous another time, let it be with his own property and not ours."
/mnt/c/Users/xianjian/Development/E2E/dataset/3576-138058-0040.wav,214158,they were all taken aback and not :one: of them dared to utter a word. such difference. did they pay him?
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0000.wav,282638,"he had been a {clerk{ in a &banking house& and was transported for embezzlement, though by some grave doubts as to his guilt were entertained."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0001.wav,354638,"when the {master{ |bell rang| in, the gang broke up |rufus dawes| on his silent way to a separate cell. |observed| and notable change of custom in the disposition of the new convict."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0002.wav,230798,"i'm not to go in there, says the ~x bank~ {clerk{ drawing back and dismay from the ^cloud^ of foul faces, which lowered upon him."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0004.wav,448398,"about don the <next morning<. mr |north|, who amongst other vagaries not approved of by his {bishop{, had a habit of prowling about the &prison& that unofficial ours was attracted by a dispute at the door of the &dormitory&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0005.wav,99438,a {prisoner{ refractory your reference said the ~watchmen~.
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0006.wav,85038,wants to come out mr |north|.
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0007.wav,320078,"|kirkland| ghastly pale bleeding with this (woolen shirt( torn and his blue eyes wide open with terror, was clinging to the &bars&."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0009.wav,115118,"i order you, sir |north| cried indignant."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0011.wav,223118,"oh you, {ministers{ of ~christ, wolves~ in sheep's clothing, you shall be judged for this."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0012.wav,108878,"let him out, cried |north| again, stamping his foot."
/mnt/c/Users/xianjian/Development/E2E/dataset/3752-4943-0013.wav,177198,there's more trouble with you bloody {aristocrats{ than enough like quiet.
